g_x,g_y,g_z,a_x,a_y,a_z,target
0.3358778655529022,-0.16030533611774445,0.10687022656202316,0.369873046875,0.019287109375,-1.054443359375,0
0.3358778655529022,-0.16030533611774445,0.10687022656202316,0.3701171875,0.03076171875,-1.037841796875,0
0.3206106722354889,-0.19847328960895538,0.10687022656202316,0.365966796875,0.026611328125,-1.03857421875,0
0.30534350872039795,-0.19847328960895538,0.1221374049782753,0.373291015625,0.027099609375,-1.039794921875,0
0.30534350872039795,-0.18320611119270325,0.10687022656202316,0.371337890625,0.031005859375,-1.0341796875,0
0.3206106722354889,-0.19083969295024872,0.09160305559635162,0.361083984375,0.03515625,-1.04443359375,0
0.2977099120616913,-0.19083969295024872,0.10687022656202316,0.36767578125,0.03271484375,-1.0400390625,0
0.3206106722354889,-0.18320611119270325,0.09160305559635162,0.36865234375,0.026611328125,-1.032470703125,0
0.3206106722354889,-0.17557251453399658,0.07633587718009949,0.370849609375,0.03466796875,-1.016357421875,0
0.3358778655529022,-0.1679389327764511,0.09923664480447769,0.368408203125,0.037353515625,-1.034423828125,0
0.3206106722354889,-0.21374045312404633,0.07633587718009949,0.368408203125,0.03515625,-1.040283203125,0
0.3206106722354889,-0.20610687136650085,0.07633587718009949,0.3671875,0.032958984375,-1.022216796875,0
0.3664122223854065,-0.17557251453399658,0.06106870248913765,0.364501953125,0.034423828125,-1.03857421875,0
0.3435114622116089,-0.19083969295024872,0.06106870248913765,0.356689453125,0.03369140625,-1.018798828125,0
0.35114502906799316,-0.16030533611774445,0.08396946638822556,0.372802734375,0.033447265625,-1.036376953125,0
0.3129771053791046,-0.15267175436019897,0.07633587718009949,0.3662109375,0.01806640625,-1.038818359375,0
0.3358778655529022,-0.15267175436019897,0.08396946638822556,0.368896484375,0.0341796875,-1.029296875,0
0.2977099120616913,-0.16030533611774445,0.07633587718009949,0.370361328125,0.02685546875,-1.037109375,0
0.290076345205307,-0.1679389327764511,0.08396946638822556,0.369140625,0.034423828125,-1.0361328125,0
0.28244274854660034,-0.19847328960895538,0.07633587718009949,0.37451171875,0.03173828125,-1.038818359375,0
0.3129771053791046,-0.19847328960895538,0.05343511328101158,0.3681640625,0.02685546875,-1.0419921875,0
0.30534350872039795,-0.1679389327764511,0.06106870248913765,0.369140625,0.02783203125,-1.032958984375,0
0.28244274854660034,-0.19847328960895538,0.06106870248913765,0.367431640625,0.03173828125,-1.0419921875,0
0.3435114622116089,-0.19083969295024872,0.05343511328101158,0.361328125,0.030517578125,-1.033203125,0
0.3435114622116089,-0.17557251453399658,0.04580152779817581,0.369873046875,0.035400390625,-1.04296875,0
0.3435114622116089,-0.20610687136650085,0.038167938590049744,0.36767578125,0.03271484375,-1.0302734375,0
0.35114502906799316,-0.20610687136650085,0.07633587718009949,0.36865234375,0.03271484375,-1.03369140625,0
0.3435114622116089,-0.19847328960895538,0.07633587718009949,0.36572265625,0.036865234375,-1.03173828125,0
0.32824426889419556,-0.18320611119270325,0.07633587718009949,0.369140625,0.0341796875,-1.037353515625,0
0.3435114622116089,-0.19847328960895538,0.06870228797197342,0.371337890625,0.035888671875,-1.0380859375,0
0.3435114622116089,-0.19083969295024872,0.07633587718009949,0.367431640625,0.040283203125,-1.03515625,0
0.35114502906799316,-0.21374045312404633,0.06870228797197342,0.3701171875,0.030517578125,-1.03857421875,0
0.3358778655529022,-0.20610687136650085,0.06870228797197342,0.3681640625,0.034912109375,-1.045654296875,0
0.35877862572669983,-0.19847328960895538,0.07633587718009949,0.36474609375,0.03271484375,-1.029541015625,0
0.3129771053791046,-0.20610687136650085,0.08396946638822556,0.375,0.035888671875,-1.040771484375,0
0.35114502906799316,-0.20610687136650085,0.06870228797197342,0.36767578125,0.029296875,-1.037109375,0
0.3129771053791046,-0.23664122819900513,0.04580152779817581,0.3720703125,0.02734375,-1.043701171875,0
0.290076345205307,-0.22900763154029846,0.038167938590049744,0.367919921875,0.0361328125,-1.0322265625,0
0.30534350872039795,-0.22900763154029846,0.030534351244568825,0.365234375,0.029052734375,-1.0361328125,0
0.30534350872039795,-0.19847328960895538,0.038167938590049744,0.364013671875,0.029296875,-1.05224609375,0
0.30534350872039795,-0.19847328960895538,0.015267175622284412,0.3701171875,0.0263671875,-1.04638671875,0
0.3129771053791046,-0.15267175436019897,0.022900763899087906,0.371337890625,0.0390625,-1.03857421875,0
0.3358778655529022,-0.1679389327764511,0.015267175622284412,0.3623046875,0.03369140625,-1.032470703125,0
0.35114502906799316,-0.15267175436019897,0.022900763899087906,0.3603515625,0.036376953125,-1.036376953125,0
0.37404578924179077,-0.16030533611774445,0.0,0.3671875,0.033447265625,-1.037353515625,0
0.37404578924179077,-0.15267175436019897,0.0,0.363037109375,0.0341796875,-1.040771484375,0
0.39694657921791077,-0.11450381577014923,-0.007633587811142206,0.366455078125,0.0400390625,-1.0400390625,0
0.4198473393917084,-0.1221374049782753,-0.030534351244568825,0.369140625,0.0341796875,-1.035400390625,0
0.40458014607429504,-0.12977099418640137,-0.022900763899087906,0.3671875,0.017822265625,-1.038330078125,0
0.38167938590049744,-0.1221374049782753,-0.015267175622284412,0.376220703125,0.028564453125,-1.03662109375,0
0.37404578924179077,-0.1679389327764511,-0.007633587811142206,0.369873046875,0.03564453125,-1.04296875,0
0.38167938590049744,-0.16030533611774445,-0.015267175622284412,0.372802734375,0.03369140625,-1.03662109375,0
0.3893129825592041,-0.1679389327764511,0.015267175622284412,0.36328125,0.029052734375,-1.032470703125,0
0.35877862572669983,-0.16030533611774445,0.007633587811142206,0.36962890625,0.03173828125,-1.033935546875,0
0.3664122223854065,-0.17557251453399658,0.030534351244568825,0.37255859375,0.03564453125,-1.038330078125,0
0.4122137427330017,-0.10687022656202316,1.9465649127960205,0.362060546875,0.036865234375,-1.040283203125,0
0.4351145029067993,-0.09160305559635162,0.015267175622284412,0.35888671875,0.03857421875,-1.028076171875,0
0.442748099565506,-0.06106870248913765,-0.007633587811142206,0.364990234375,0.03955078125,-1.042236328125,0
0.49618321657180786,-0.030534351244568825,-0.038167938590049744,0.36376953125,0.04052734375,-1.03515625,0
0.5190839767456055,0.007633587811142206,-0.030534351244568825,0.368896484375,0.037353515625,-1.02734375,0
0.6412213444709778,-0.04580152779817581,-0.06870228797197342,0.375244140625,0.036865234375,-1.03271484375,0
0.6717557311058044,-0.07633587718009949,-0.10687022656202316,0.3857421875,0.04052734375,-1.015869140625,0
0.732824444770813,-0.12977099418640137,-0.09160305559635162,0.3818359375,0.037841796875,-1.0283203125,0
